study,year,cultivar,fungic,rep,sev,yield,Yld_level,YR_class,gr_hab,sev_check
30,2014,BRSGO_9160_RR,BIXA_PROT_TRIF[0.5],3,6.2,4190,2High,2High,D,20.1
30,2014,BRSGO_9160_RR,BIXA_PROT_TRIF[0.5],4,6.3,4240,2High,2High,D,20.1
30,2014,BRSGO_9160_RR,CZM[1],1,7.3,4090,2High,2High,D,20.1
30,2014,BRSGO_9160_RR,CZM[1],2,7.3,4060,2High,2High,D,20.1
30,2014,BRSGO_9160_RR,CZM[1],3,8.7,4080,2High,2High,D,20.1
30,2014,BRSGO_9160_RR,CZM[1],4,8.6,3970,2High,2High,D,20.1
30,2014,BRSGO_9160_RR,CZM_CM_TEBU[1],1,10.4,3990,2High,2High,D,20.1
30,2014,BRSGO_9160_RR,CZM_CM_TEBU[1],2,9.4,4160,2High,2High,D,20.1
30,2014,BRSGO_9160_RR,CZM_CM_TEBU[1],3,6.9,4020,2High,2High,D,20.1
30,2014,BRSGO_9160_RR,CZM_CM_TEBU[1],4,7.5,4040,2High,2High,D,20.1
30,2014,BRSGO_9160_RR,CZM+CUP[1+0.5],1,13.3,4160,2High,2High,D,20.1
30,2014,BRSGO_9160_RR,CZM+CUP[1+0.5],2,12.3,4130,2High,2High,D,20.1
30,2014,BRSGO_9160_RR,CZM+CUP[1+0.5],3,9.5,4140,2High,2High,D,20.1
30,2014,BRSGO_9160_RR,CZM+CUP[1+0.5],4,8.9,4120,2High,2High,D,20.1
30,2014,BRSGO_9160_RR,EPO_FLUX_PYRA[0.8],1,8.3,4330,2High,2High,D,20.1
30,2014,BRSGO_9160_RR,EPO_FLUX_PYRA[0.8],2,7.2,4190,2High,2High,D,20.1
30,2014,BRSGO_9160_RR,EPO_FLUX_PYRA[0.8],3,6.3,4250,2High,2High,D,20.1
30,2014,BRSGO_9160_RR,EPO_FLUX_PYRA[0.8],4,7.1,4240,2High,2High,D,20.1
30,2014,BRSGO_9160_RR,FLUX_PYRA[0.35],1,8.1,4130,2High,2High,D,20.1
30,2014,BRSGO_9160_RR,FLUX_PYRA[0.35],2,7.5,4200,2High,2High,D,20.1
30,2014,BRSGO_9160_RR,FLUX_PYRA[0.35],3,7.5,4290,2High,2High,D,20.1
30,2014,BRSGO_9160_RR,FLUX_PYRA[0.35],4,7,4220,2High,2High,D,20.1
30,2014,BRSGO_9160_RR,PROT_TRIF[0.4],1,7.8,4510,2High,2High,D,20.1
30,2014,BRSGO_9160_RR,PROT_TRIF[0.4],2,6.8,4340,2High,2High,D,20.1
30,2014,BRSGO_9160_RR,PROT_TRIF[0.4],3,6.8,4550,2High,2High,D,20.1
30,2014,BRSGO_9160_RR,PROT_TRIF[0.4],4,6,4730,2High,2High,D,20.1
30,2014,BRSGO_9160_RR,ZZ_CHECK,1,20.2,3750,2High,2High,D,20.1
30,2014,BRSGO_9160_RR,ZZ_CHECK,2,20.6,3720,2High,2High,D,20.1
30,2014,BRSGO_9160_RR,ZZ_CHECK,3,19.6,3780,2High,2High,D,20.1
31,2014,M9144_RR,AZ_SOLA[0.2],1,31.5,2210,1Low,2High,D,41
31,2014,M9144_RR,AZ_SOLA[0.2],2,32,2250,1Low,2High,D,41
31,2014,M9144_RR,AZ_SOLA[0.2],3,32.5,2160,1Low,2High,D,41
31,2014,M9144_RR,AZ_SOLA[0.2],4,33,2175,1Low,2High,D,41
31,2014,M9144_RR,BIXA_PROT_TRIF[0.5],1,30.5,2210,1Low,2High,D,41
31,2014,M9144_RR,BIXA_PROT_TRIF[0.5],2,30.5,2280,1Low,2High,D,41
31,2014,M9144_RR,BIXA_PROT_TRIF[0.5],3,30.5,2280,1Low,2High,D,41
31,2014,M9144_RR,BIXA_PROT_TRIF[0.5],4,30.5,2270,1Low,2High,D,41
31,2014,M9144_RR,CZM[1],1,35.5,1900,1Low,2High,D,41
31,2014,M9144_RR,CZM[1],2,34,1960,1Low,2High,D,41
31,2014,M9144_RR,CZM[1],3,34.2,1860,1Low,2High,D,41
31,2014,M9144_RR,CZM[1],4,33,1990,1Low,2High,D,41
31,2014,M9144_RR,CZM_CM_TEBU[1],1,32,1900,1Low,2High,D,41
31,2014,M9144_RR,CZM_CM_TEBU[1],2,32,2160,1Low,2High,D,41
31,2014,M9144_RR,CZM_CM_TEBU[1],3,32,1960,1Low,2High,D,41
31,2014,M9144_RR,CZM_CM_TEBU[1],4,31.5,2030,1Low,2High,D,41
31,2014,M9144_RR,CZM+CUP[1+0.5],1,32,2120,1Low,2High,D,41
31,2014,M9144_RR,CZM+CUP[1+0.5],2,31,2060,1Low,2High,D,41
31,2014,M9144_RR,CZM+CUP[1+0.5],3,32,2070,1Low,2High,D,41
31,2014,M9144_RR,CZM+CUP[1+0.5],4,31.5,2100,1Low,2High,D,41
31,2014,M9144_RR,EPO_FLUX_PYRA[0.8],1,31.5,2190,1Low,2High,D,41
31,2014,M9144_RR,EPO_FLUX_PYRA[0.8],2,32.5,2250,1Low,2High,D,41
31,2014,M9144_RR,EPO_FLUX_PYRA[0.8],3,33,2230,1Low,2High,D,41
31,2014,M9144_RR,EPO_FLUX_PYRA[0.8],4,31,2200,1Low,2High,D,41
31,2014,M9144_RR,FLUX_PYRA[0.35],1,33.5,2130,1Low,2High,D,41
31,2014,M9144_RR,FLUX_PYRA[0.35],2,33,2160,1Low,2High,D,41
31,2014,M9144_RR,FLUX_PYRA[0.35],3,33,2140,1Low,2High,D,41
31,2014,M9144_RR,FLUX_PYRA[0.35],4,34,2165,1Low,2High,D,41
31,2014,M9144_RR,PROT_TRIF[0.4],1,31,2520,1Low,2High,D,41
31,2014,M9144_RR,PROT_TRIF[0.4],2,31,2400,1Low,2High,D,41
31,2014,M9144_RR,PROT_TRIF[0.4],3,32.5,2430,1Low,2High,D,41
31,2014,M9144_RR,PROT_TRIF[0.4],4,32.5,2410,1Low,2High,D,41
31,2014,M9144_RR,ZZ_CHECK,1,42.3,1770,1Low,2High,D,41
31,2014,M9144_RR,ZZ_CHECK,2,41.1,1380,1Low,2High,D,41
31,2014,M9144_RR,ZZ_CHECK,3,40.4,1790,1Low,2High,D,41
31,2014,M9144_RR,ZZ_CHECK,4,40.4,1530,1Low,2High,D,41
32,2014,BRSGO_8661_RR,AZ_SOLA[0.2],1,9,2479,1Low,2High,D,11
32,2014,BRSGO_8661_RR,AZ_SOLA[0.2],2,11,2610,1Low,2High,D,11
32,2014,BRSGO_8661_RR,AZ_SOLA[0.2],3,11,2397,1Low,2High,D,11
32,2014,BRSGO_8661_RR,AZ_SOLA[0.2],4,9,2472,1Low,2High,D,11
32,2014,BRSGO_8661_RR,BIXA_PROT_TRIF[0.5],1,8,2601,1Low,2High,D,11
32,2014,BRSGO_8661_RR,BIXA_PROT_TRIF[0.5],2,6,2633,1Low,2High,D,11
32,2014,BRSGO_8661_RR,BIXA_PROT_TRIF[0.5],3,7,2633,1Low,2High,D,11
32,2014,BRSGO_8661_RR,BIXA_PROT_TRIF[0.5],4,6,2441,1Low,2High,D,11
32,2014,BRSGO_8661_RR,CZM[1],1,8,2600,1Low,2High,D,11
32,2014,BRSGO_8661_RR,CZM[1],2,5,2314,1Low,2High,D,11
32,2014,BRSGO_8661_RR,CZM[1],3,7,2509,1Low,2High,D,11
32,2014,BRSGO_8661_RR,CZM[1],4,7,2491,1Low,2High,D,11
32,2014,BRSGO_8661_RR,CZM_CM_TEBU[1],1,8,2255,1Low,2High,D,11
32,2014,BRSGO_8661_RR,CZM_CM_TEBU[1],2,9,2280,1Low,2High,D,11
32,2014,BRSGO_8661_RR,CZM_CM_TEBU[1],3,7,2503,1Low,2High,D,11
32,2014,BRSGO_8661_RR,CZM_CM_TEBU[1],4,9,2640,1Low,2High,D,11
32,2014,BRSGO_8661_RR,CZM+CUP[1+0.5],1,10,2141,1Low,2High,D,11
32,2014,BRSGO_8661_RR,CZM+CUP[1+0.5],2,12,2573,1Low,2High,D,11
32,2014,BRSGO_8661_RR,CZM+CUP[1+0.5],3,8,2510,1Low,2High,D,11
32,2014,BRSGO_8661_RR,CZM+CUP[1+0.5],4,10,2434,1Low,2High,D,11
32,2014,BRSGO_8661_RR,EPO_FLUX_PYRA[0.8],1,3,2573,1Low,2High,D,11
32,2014,BRSGO_8661_RR,EPO_FLUX_PYRA[0.8],2,6,2723,1Low,2High,D,11
32,2014,BRSGO_8661_RR,EPO_FLUX_PYRA[0.8],3,7,2604,1Low,2High,D,11
32,2014,BRSGO_8661_RR,EPO_FLUX_PYRA[0.8],4,5,2496,1Low,2High,D,11
32,2014,BRSGO_8661_RR,FLUX_PYRA[0.35],1,3,2585,1Low,2High,D,11
32,2014,BRSGO_8661_RR,FLUX_PYRA[0.35],2,5,2760,1Low,2High,D,11
32,2014,BRSGO_8661_RR,FLUX_PYRA[0.35],3,6,2466,1Low,2High,D,11
32,2014,BRSGO_8661_RR,FLUX_PYRA[0.35],4,5,2338,1Low,2High,D,11
32,2014,BRSGO_8661_RR,PROT_TRIF[0.4],1,7,2761,1Low,2High,D,11
32,2014,BRSGO_8661_RR,PROT_TRIF[0.4],2,7,2505,1Low,2High,D,11
32,2014,BRSGO_8661_RR,PROT_TRIF[0.4],3,6,2581,1Low,2High,D,11
32,2014,BRSGO_8661_RR,PROT_TRIF[0.4],4,5,2602,1Low,2High,D,11
32,2014,BRSGO_8661_RR,ZZ_CHECK,1,13,2152,1Low,2High,D,11
32,2014,BRSGO_8661_RR,ZZ_CHECK,2,10,2011,1Low,2High,D,11
32,2014,BRSGO_8661_RR,ZZ_CHECK,3,11,2192,1Low,2High,D,11
32,2014,BRSGO_8661_RR,ZZ_CHECK,4,10,2253,1Low,2High,D,11
33,2014,M9144_RR,AZ_SOLA[0.2],1,14,2110,1Low,2High,D,18
33,2014,M9144_RR,AZ_SOLA[0.2],2,11,2103,1Low,2High,D,18
33,2014,M9144_RR,AZ_SOLA[0.2],3,10,2246,1Low,2High,D,18
33,2014,M9144_RR,AZ_SOLA[0.2],4,12,2275,1Low,2High,D,18
33,2014,M9144_RR,BIXA_PROT_TRIF[0.5],1,6,2120,1Low,2High,D,18
33,2014,M9144_RR,BIXA_PROT_TRIF[0.5],2,7,2047,1Low,2High,D,18
33,2014,M9144_RR,BIXA_PROT_TRIF[0.5],3,7,2127,1Low,2High,D,18
33,2014,M9144_RR,BIXA_PROT_TRIF[0.5],4,7,2281,1Low,2High,D,18
33,2014,M9144_RR,CZM[1],1,12,1689,1Low,2High,D,18
33,2014,M9144_RR,CZM[1],2,11,1584,1Low,2High,D,18
33,2014,M9144_RR,CZM[1],3,12,1483,1Low,2High,D,18
33,2014,M9144_RR,CZM[1],4,12,1680,1Low,2High,D,18
33,2014,M9144_RR,CZM_CM_TEBU[1],1,8,1696,1Low,2High,D,18
33,2014,M9144_RR,CZM_CM_TEBU[1],2,7,1677,1Low,2High,D,18
33,2014,M9144_RR,CZM_CM_TEBU[1],3,11,1748,1Low,2High,D,18
33,2014,M9144_RR,CZM_CM_TEBU[1],4,9,1746,1Low,2High,D,18
33,2014,M9144_RR,CZM+CUP[1+0.5],1,10,1986,1Low,2High,D,18
33,2014,M9144_RR,CZM+CUP[1+0.5],2,11,1997,1Low,2High,D,18
33,2014,M9144_RR,CZM+CUP[1+0.5],3,9,1890,1Low,2High,D,18
33,2014,M9144_RR,CZM+CUP[1+0.5],4,10,1917,1Low,2High,D,18
33,2014,M9144_RR,EPO_FLUX_PYRA[0.8],1,6,2062,1Low,2High,D,18
33,2014,M9144_RR,EPO_FLUX_PYRA[0.8],2,7,2174,1Low,2High,D,18
33,2014,M9144_RR,EPO_FLUX_PYRA[0.8],3,7,2129,1Low,2High,D,18
33,2014,M9144_RR,EPO_FLUX_PYRA[0.8],4,7,2169,1Low,2High,D,18
33,2014,M9144_RR,FLUX_PYRA[0.35],1,4,2077,1Low,2High,D,18
33,2014,M9144_RR,FLUX_PYRA[0.35],2,5,2060,1Low,2High,D,18
33,2014,M9144_RR,FLUX_PYRA[0.35],3,6,2125,1Low,2High,D,18
33,2014,M9144_RR,FLUX_PYRA[0.35],4,6,2118,1Low,2High,D,18
33,2014,M9144_RR,PROT_TRIF[0.4],1,6,2137,1Low,2High,D,18
33,2014,M9144_RR,PROT_TRIF[0.4],2,5,2265,1Low,2High,D,18
33,2014,M9144_RR,PROT_TRIF[0.4],3,7,2379,1Low,2High,D,18
33,2014,M9144_RR,PROT_TRIF[0.4],4,6,2535,1Low,2High,D,18
33,2014,M9144_RR,ZZ_CHECK,1,21,1486,1Low,2High,D,18
33,2014,M9144_RR,ZZ_CHECK,2,16,1433,1Low,2High,D,18
33,2014,M9144_RR,ZZ_CHECK,3,18,1480,1Low,2High,D,18
33,2014,M9144_RR,ZZ_CHECK,4,17,1544,1Low,2High,D,18
34,2014,NA_5909_RG,AZ_SOLA[0.2],1,1,3068,1Low,1Low,I,14.5
34,2014,NA_5909_RG,AZ_SOLA[0.2],2,3,2728,1Low,1Low,I,14.5
34,2014,NA_5909_RG,AZ_SOLA[0.2],3,5,2693,1Low,1Low,I,14.5
34,2014,NA_5909_RG,AZ_SOLA[0.2],4,2,2726,1Low,1Low,I,14.5
34,2014,NA_5909_RG,BIXA_PROT_TRIF[0.5],1,2,2950,1Low,1Low,I,14.5
34,2014,NA_5909_RG,BIXA_PROT_TRIF[0.5],2,3,3579,1Low,1Low,I,14.5
34,2014,NA_5909_RG,BIXA_PROT_TRIF[0.5],3,2,2903,1Low,1Low,I,14.5
34,2014,NA_5909_RG,BIXA_PROT_TRIF[0.5],4,2,2781,1Low,1Low,I,14.5
34,2014,NA_5909_RG,CZM[1],1,7,2833,1Low,1Low,I,14.5
34,2014,NA_5909_RG,CZM[1],2,4,3428,1Low,1Low,I,14.5
34,2014,NA_5909_RG,CZM[1],3,1,2906,1Low,1Low,I,14.5
34,2014,NA_5909_RG,CZM[1],4,5,3362,1Low,1Low,I,14.5
34,2014,NA_5909_RG,CZM_CM_TEBU[1],1,6,3063,1Low,1Low,I,14.5
34,2014,NA_5909_RG,CZM_CM_TEBU[1],2,7,3241,1Low,1Low,I,14.5
34,2014,NA_5909_RG,CZM_CM_TEBU[1],3,7,2899,1Low,1Low,I,14.5
34,2014,NA_5909_RG,CZM_CM_TEBU[1],4,5,3234,1Low,1Low,I,14.5
34,2014,NA_5909_RG,CZM+CUP[1+0.5],1,5,3653,1Low,1Low,I,14.5
34,2014,NA_5909_RG,CZM+CUP[1+0.5],2,4,3388,1Low,1Low,I,14.5
34,2014,NA_5909_RG,CZM+CUP[1+0.5],3,4,3089,1Low,1Low,I,14.5
34,2014,NA_5909_RG,CZM+CUP[1+0.5],4,4,3588,1Low,1Low,I,14.5
34,2014,NA_5909_RG,EPO_FLUX_PYRA[0.8],1,2,2774,1Low,1Low,I,14.5
34,2014,NA_5909_RG,EPO_FLUX_PYRA[0.8],2,2,3041,1Low,1Low,I,14.5
34,2014,NA_5909_RG,EPO_FLUX_PYRA[0.8],3,1,2975,1Low,1Low,I,14.5
34,2014,NA_5909_RG,EPO_FLUX_PYRA[0.8],4,1,2704,1Low,1Low,I,14.5
34,2014,NA_5909_RG,FLUX_PYRA[0.35],1,1,2660,1Low,1Low,I,14.5
34,2014,NA_5909_RG,FLUX_PYRA[0.35],2,5,2735,1Low,1Low,I,14.5
34,2014,NA_5909_RG,FLUX_PYRA[0.35],3,2,2920,1Low,1Low,I,14.5
34,2014,NA_5909_RG,FLUX_PYRA[0.35],4,4,3354,1Low,1Low,I,14.5
34,2014,NA_5909_RG,PROT_TRIF[0.4],1,3,2440,1Low,1Low,I,14.5
34,2014,NA_5909_RG,PROT_TRIF[0.4],2,1,3260,1Low,1Low,I,14.5
34,2014,NA_5909_RG,PROT_TRIF[0.4],3,2,2981,1Low,1Low,I,14.5
34,2014,NA_5909_RG,PROT_TRIF[0.4],4,3,3384,1Low,1Low,I,14.5
34,2014,NA_5909_RG,ZZ_CHECK,1,25,3176,1Low,1Low,I,14.5
34,2014,NA_5909_RG,ZZ_CHECK,2,7,2774,1Low,1Low,I,14.5
34,2014,NA_5909_RG,ZZ_CHECK,3,10,2677,1Low,1Low,I,14.5
34,2014,NA_5909_RG,ZZ_CHECK,4,16,3156,1Low,1Low,I,14.5
37,2014,BMX_Ativa_RR,AZ_SOLA[0.2],1,5.2,2761,1Low,2High,D,29.4
37,2014,BMX_Ativa_RR,AZ_SOLA[0.2],2,4.8,3221,1Low,2High,D,29.4
37,2014,BMX_Ativa_RR,AZ_SOLA[0.2],3,6,3031,1Low,2High,D,29.4
37,2014,BMX_Ativa_RR,AZ_SOLA[0.2],4,5.4,3282,1Low,2High,D,29.4
37,2014,BMX_Ativa_RR,BIXA_PROT_TRIF[0.5],1,8.2,2650,1Low,2High,D,29.4
37,2014,BMX_Ativa_RR,BIXA_PROT_TRIF[0.5],2,8,2223,1Low,2High,D,29.4
37,2014,BMX_Ativa_RR,BIXA_PROT_TRIF[0.5],3,7.4,2697,1Low,2High,D,29.4
37,2014,BMX_Ativa_RR,BIXA_PROT_TRIF[0.5],4,7.2,2756,1Low,2High,D,29.4
37,2014,BMX_Ativa_RR,CZM[1],1,19.6,2447,1Low,2High,D,29.4
37,2014,BMX_Ativa_RR,CZM[1],2,19.2,2592,1Low,2High,D,29.4
37,2014,BMX_Ativa_RR,CZM[1],3,18.6,2288,1Low,2High,D,29.4
37,2014,BMX_Ativa_RR,CZM[1],4,17.4,2189,1Low,2High,D,29.4
37,2014,BMX_Ativa_RR,CZM_CM_TEBU[1],1,11.4,2813,1Low,2High,D,29.4
37,2014,BMX_Ativa_RR,CZM_CM_TEBU[1],2,12.6,2440,1Low,2High,D,29.4
37,2014,BMX_Ativa_RR,CZM_CM_TEBU[1],3,12.8,2948,1Low,2High,D,29.4
37,2014,BMX_Ativa_RR,CZM_CM_TEBU[1],4,11.8,2950,1Low,2High,D,29.4
37,2014,BMX_Ativa_RR,CZM+CUP[1+0.5],1,21,2319,1Low,2High,D,29.4
37,2014,BMX_Ativa_RR,CZM+CUP[1+0.5],2,20,2420,1Low,2High,D,29.4
37,2014,BMX_Ativa_RR,CZM+CUP[1+0.5],3,19.2,2444,1Low,2High,D,29.4
37,2014,BMX_Ativa_RR,CZM+CUP[1+0.5],4,19.4,2267,1Low,2High,D,29.4
37,2014,BMX_Ativa_RR,EPO_FLUX_PYRA[0.8],1,10.2,3011,1Low,2High,D,29.4
37,2014,BMX_Ativa_RR,EPO_FLUX_PYRA[0.8],2,9.6,3282,1Low,2High,D,29.4
37,2014,BMX_Ativa_RR,EPO_FLUX_PYRA[0.8],3,10.6,2683,1Low,2High,D,29.4
37,2014,BMX_Ativa_RR,EPO_FLUX_PYRA[0.8],4,11,3117,1Low,2High,D,29.4
37,2014,BMX_Ativa_RR,FLUX_PYRA[0.35],1,7.6,2578,1Low,2High,D,29.4
37,2014,BMX_Ativa_RR,FLUX_PYRA[0.35],2,7.4,2466,1Low,2High,D,29.4
37,2014,BMX_Ativa_RR,FLUX_PYRA[0.35],3,8.2,2860,1Low,2High,D,29.4
37,2014,BMX_Ativa_RR,FLUX_PYRA[0.35],4,6.4,2329,1Low,2High,D,29.4
37,2014,BMX_Ativa_RR,PROT_TRIF[0.4],1,12.2,2426,1Low,2High,D,29.4
37,2014,BMX_Ativa_RR,PROT_TRIF[0.4],2,12.8,2658,1Low,2High,D,29.4
37,2014,BMX_Ativa_RR,PROT_TRIF[0.4],3,13.4,2516,1Low,2High,D,29.4
37,2014,BMX_Ativa_RR,PROT_TRIF[0.4],4,13,2551,1Low,2High,D,29.4
37,2014,BMX_Ativa_RR,ZZ_CHECK,1,30.4,2206,1Low,2High,D,29.4
37,2014,BMX_Ativa_RR,ZZ_CHECK,2,30.2,2420,1Low,2High,D,29.4
37,2014,BMX_Ativa_RR,ZZ_CHECK,3,28.2,2140,1Low,2High,D,29.4
37,2014,BMX_Ativa_RR,ZZ_CHECK,4,28.6,2172,1Low,2High,D,29.4
38,2015,NA_5909_RG,AZ_BF[0.2],1,13.5,3145,2High,2High,I,17
38,2015,NA_5909_RG,AZ_BF[0.2],2,8,4002,2High,2High,I,17
38,2015,NA_5909_RG,AZ_BF[0.2],3,15,3423,2High,2High,I,17
38,2015,NA_5909_RG,AZ_BF[0.2],4,12.5,3420,2High,2High,I,17
38,2015,NA_5909_RG,AZ_CIPRO[0.3],1,25,2907,2High,2High,I,17
38,2015,NA_5909_RG,AZ_CIPRO[0.3],2,17.5,3684,2High,2High,I,17
38,2015,NA_5909_RG,AZ_CIPRO[0.3],3,20,3521,2High,2High,I,17
38,2015,NA_5909_RG,AZ_CIPRO[0.3],4,20,3186,2High,2High,I,17
38,2015,NA_5909_RG,BIXA_PROT_TRIF[0.5],1,5,3863,2High,2High,I,17
38,2015,NA_5909_RG,BIXA_PROT_TRIF[0.5],2,13.5,3635,2High,2High,I,17
38,2015,NA_5909_RG,BIXA_PROT_TRIF[0.5],3,7.5,3428,2High,2High,I,17
38,2015,NA_5909_RG,BIXA_PROT_TRIF[0.5],4,7.5,3256,2High,2High,I,17
38,2015,NA_5909_RG,CZM[1],1,13.5,3449,2High,2High,I,17
38,2015,NA_5909_RG,CZM[1],2,13.5,3324,2High,2High,I,17
38,2015,NA_5909_RG,CZM[1],3,13.5,3428,2High,2High,I,17
38,2015,NA_5909_RG,CZM[1],4,13.5,3531,2High,2High,I,17
38,2015,NA_5909_RG,EPO_FLUX_PYRA[0.8],1,5,3796,2High,2High,I,17
38,2015,NA_5909_RG,EPO_FLUX_PYRA[0.8],2,7.5,4019,2High,2High,I,17
38,2015,NA_5909_RG,EPO_FLUX_PYRA[0.8],3,7.5,3877,2High,2High,I,17
38,2015,NA_5909_RG,EPO_FLUX_PYRA[0.8],4,5,3819,2High,2High,I,17
38,2015,NA_5909_RG,FLUX_PYRA[0.35],1,7.5,3694,2High,2High,I,17
38,2015,NA_5909_RG,FLUX_PYRA[0.35],2,7.5,3742,2High,2High,I,17
38,2015,NA_5909_RG,FLUX_PYRA[0.35],3,11,3537,2High,2High,I,17
38,2015,NA_5909_RG,FLUX_PYRA[0.35],4,13.5,3164,2High,2High,I,17
38,2015,NA_5909_RG,MZB[1.5],1,10,3337,2High,2High,I,17
38,2015,NA_5909_RG,MZB[1.5],2,17.5,3233,2High,2High,I,17
38,2015,NA_5909_RG,MZB[1.5],3,10,3535,2High,2High,I,17
38,2015,NA_5909_RG,MZB[1.5],4,8,3355,2High,2High,I,17
38,2015,NA_5909_RG,MZB[2],1,17.5,3233,2High,2High,I,17
38,2015,NA_5909_RG,MZB[2],2,15,3592,2High,2High,I,17
38,2015,NA_5909_RG,MZB[2],3,7.5,3165,2High,2High,I,17
38,2015,NA_5909_RG,MZB[2],4,17.5,3327,2High,2High,I,17
38,2015,NA_5909_RG,PROT_TRIF[0.4],1,11,3764,2High,2High,I,17
38,2015,NA_5909_RG,PROT_TRIF[0.4],2,13.5,3539,2High,2High,I,17
38,2015,NA_5909_RG,PROT_TRIF[0.4],3,8.5,4061,2High,2High,I,17
38,2015,NA_5909_RG,PROT_TRIF[0.4],4,8,3652,2High,2High,I,17
38,2015,NA_5909_RG,ZZ_CHECK,1,19,2887,2High,2High,I,17
38,2015,NA_5909_RG,ZZ_CHECK,2,16.5,3402,2High,2High,I,17
38,2015,NA_5909_RG,ZZ_CHECK,3,12.5,3077,2High,2High,I,17
38,2015,NA_5909_RG,ZZ_CHECK,4,20,3510,2High,2High,I,17
39,2015,M9144_RR,AZ_BF[0.2],1,12,2785,1Low,2High,D,36.2
39,2015,M9144_RR,AZ_BF[0.2],2,12,3047,1Low,2High,D,36.2
39,2015,M9144_RR,AZ_BF[0.2],3,15,2898,1Low,2High,D,36.2
39,2015,M9144_RR,AZ_BF[0.2],4,15,2632,1Low,2High,D,36.2
39,2015,M9144_RR,AZ_CIPRO[0.3],1,30,2424,1Low,2High,D,36.2
39,2015,M9144_RR,AZ_CIPRO[0.3],2,35,2440,1Low,2High,D,36.2
39,2015,M9144_RR,AZ_CIPRO[0.3],3,35,2579,1Low,2High,D,36.2
39,2015,M9144_RR,AZ_CIPRO[0.3],4,35,2287,1Low,2High,D,36.2
39,2015,M9144_RR,BIXA_PROT_TRIF[0.5],1,8,2804,1Low,2High,D,36.2
39,2015,M9144_RR,BIXA_PROT_TRIF[0.5],2,6,2775,1Low,2High,D,36.2
39,2015,M9144_RR,BIXA_PROT_TRIF[0.5],3,8,2520,1Low,2High,D,36.2
39,2015,M9144_RR,BIXA_PROT_TRIF[0.5],4,6,3191,1Low,2High,D,36.2
39,2015,M9144_RR,CZM[1],1,30,2724,1Low,2High,D,36.2
39,2015,M9144_RR,CZM[1],2,35,2420,1Low,2High,D,36.2
39,2015,M9144_RR,CZM[1],3,35,2590,1Low,2High,D,36.2
39,2015,M9144_RR,CZM[1],4,35,2581,1Low,2High,D,36.2
39,2015,M9144_RR,EPO_FLUX_PYRA[0.8],1,9,2851,1Low,2High,D,36.2
39,2015,M9144_RR,EPO_FLUX_PYRA[0.8],2,9,2679,1Low,2High,D,36.2
39,2015,M9144_RR,EPO_FLUX_PYRA[0.8],3,10,2974,1Low,2High,D,36.2
39,2015,M9144_RR,EPO_FLUX_PYRA[0.8],4,9,2984,1Low,2High,D,36.2
39,2015,M9144_RR,FLUX_PYRA[0.35],1,6,2716,1Low,2High,D,36.2
39,2015,M9144_RR,FLUX_PYRA[0.35],2,6,2945,1Low,2High,D,36.2
39,2015,M9144_RR,FLUX_PYRA[0.35],3,6,2875,1Low,2High,D,36.2
39,2015,M9144_RR,FLUX_PYRA[0.35],4,6,2835,1Low,2High,D,36.2
39,2015,M9144_RR,MZB[1.5],1,19,2560,1Low,2High,D,36.2
39,2015,M9144_RR,MZB[1.5],2,15,2737,1Low,2High,D,36.2
39,2015,M9144_RR,MZB[1.5],3,18,2590,1Low,2High,D,36.2
39,2015,M9144_RR,MZB[1.5],4,19,2734,1Low,2High,D,36.2
39,2015,M9144_RR,MZB[2],1,12,2371,1Low,2High,D,36.2
39,2015,M9144_RR,MZB[2],2,15,2618,1Low,2High,D,36.2
39,2015,M9144_RR,MZB[2],3,15,2722,1Low,2High,D,36.2
39,2015,M9144_RR,MZB[2],4,15,2608,1Low,2High,D,36.2
39,2015,M9144_RR,PROT_TRIF[0.4],1,12,2915,1Low,2High,D,36.2
39,2015,M9144_RR,PROT_TRIF[0.4],2,10,2636,1Low,2High,D,36.2
39,2015,M9144_RR,PROT_TRIF[0.4],3,10,2765,1Low,2High,D,36.2
39,2015,M9144_RR,PROT_TRIF[0.4],4,10,2915,1Low,2High,D,36.2
39,2015,M9144_RR,ZZ_CHECK,1,35,2526,1Low,2High,D,36.2
39,2015,M9144_RR,ZZ_CHECK,2,40,2524,1Low,2High,D,36.2
39,2015,M9144_RR,ZZ_CHECK,3,35,2579,1Low,2High,D,36.2
39,2015,M9144_RR,ZZ_CHECK,4,35,2489,1Low,2High,D,36.2
41,2015,BMX_Potencia_RR,AZ_BF[0.2],1,8,4187,2High,1Low,I,17.8
41,2015,BMX_Potencia_RR,AZ_BF[0.2],2,6,4314,2High,1Low,I,17.8
41,2015,BMX_Potencia_RR,AZ_BF[0.2],3,9,4236,2High,1Low,I,17.8
41,2015,BMX_Potencia_RR,AZ_BF[0.2],4,4,4543,2High,1Low,I,17.8
41,2015,BMX_Potencia_RR,AZ_CIPRO[0.3],1,12,4362,2High,1Low,I,17.8
41,2015,BMX_Potencia_RR,AZ_CIPRO[0.3],2,7,4103,2High,1Low,I,17.8
41,2015,BMX_Potencia_RR,AZ_CIPRO[0.3],3,11,4234,2High,1Low,I,17.8
41,2015,BMX_Potencia_RR,AZ_CIPRO[0.3],4,13,4324,2High,1Low,I,17.8
41,2015,BMX_Potencia_RR,BIXA_PROT_TRIF[0.5],1,7,4565,2High,1Low,I,17.8
