study,year,cultivar,fungic,rep,sev,yield,Yld_level,YR_class,gr_hab,sev_check
64,2016,BMX_Potencia_RR,ZZ_CHECK,1,14.6,3246,1Low,1Low,I,14.4
64,2016,BMX_Potencia_RR,ZZ_CHECK,2,14.5,3372,1Low,1Low,I,14.4
64,2016,BMX_Potencia_RR,ZZ_CHECK,3,13.9,3306,1Low,1Low,I,14.4
64,2016,BMX_Potencia_RR,ZZ_CHECK,4,14,3036,1Low,1Low,I,14.4
64,2016,BMX_Potencia_RR,ZZ_CHECK,5,15.2,3222,1Low,1Low,I,14.4
66,2016,M9144_RR,AZ_BF[0.2],1,47.31999999999999,2250,1Low,2High,D,52.6
66,2016,M9144_RR,AZ_BF[0.2],2,45.43,2080,1Low,2High,D,52.6
66,2016,M9144_RR,AZ_BF[0.2],3,45.43,2120,1Low,2High,D,52.6
66,2016,M9144_RR,AZ_BF[0.2],4,47.04,1985,1Low,2High,D,52.6
66,2016,M9144_RR,BIXA_PROT_TRIF[0.5],1,24.15,2540,1Low,2High,D,52.6
66,2016,M9144_RR,BIXA_PROT_TRIF[0.5],2,24.709999999999997,2250,1Low,2High,D,52.6
66,2016,M9144_RR,BIXA_PROT_TRIF[0.5],3,24.779999999999998,2450,1Low,2High,D,52.6
66,2016,M9144_RR,BIXA_PROT_TRIF[0.5],4,24.849999999999998,2505,1Low,2High,D,52.6
66,2016,M9144_RR,CUP[1],1,35.559999999999995,2490,1Low,2High,D,52.6
66,2016,M9144_RR,CUP[1],2,35.14,2120,1Low,2High,D,52.6
66,2016,M9144_RR,CUP[1],3,33.529999999999994,2350,1Low,2High,D,52.6
66,2016,M9144_RR,CUP[1],4,34.23,2185,1Low,2High,D,52.6
66,2016,M9144_RR,EPO_FLUX_PYRA[0.8],1,24.5,2540,1Low,2High,D,52.6
66,2016,M9144_RR,EPO_FLUX_PYRA[0.8],2,24.29,2440,1Low,2High,D,52.6
66,2016,M9144_RR,EPO_FLUX_PYRA[0.8],3,24.5,2410,1Low,2High,D,52.6
66,2016,M9144_RR,EPO_FLUX_PYRA[0.8],4,21.63,2470,1Low,2High,D,52.6
66,2016,M9144_RR,FLUX_PYRA[0.35],1,24.849999999999998,2415,1Low,2High,D,52.6
66,2016,M9144_RR,FLUX_PYRA[0.35],2,27.229999999999997,2705,1Low,2High,D,52.6
66,2016,M9144_RR,FLUX_PYRA[0.35],3,25.759999999999998,2565,1Low,2High,D,52.6
66,2016,M9144_RR,FLUX_PYRA[0.35],4,28.49,2705,1Low,2High,D,52.6
66,2016,M9144_RR,MZB[2],1,23.309999999999995,2530,1Low,2High,D,52.6
66,2016,M9144_RR,MZB[2],2,22.54,1295,1Low,2High,D,52.6
66,2016,M9144_RR,MZB[2],3,23.729999999999997,2420,1Low,2High,D,52.6
66,2016,M9144_RR,MZB[2],4,23.169999999999998,2540,1Low,2High,D,52.6
66,2016,M9144_RR,MZB[3],1,24.359999999999996,2460,1Low,2High,D,52.6
66,2016,M9144_RR,MZB[3],2,23.659999999999997,2545,1Low,2High,D,52.6
66,2016,M9144_RR,MZB[3],3,23.45,2650,1Low,2High,D,52.6
66,2016,M9144_RR,MZB[3],4,24.29,2490,1Low,2High,D,52.6
66,2016,M9144_RR,PROT_TRIF[0.4],1,34.72,2345,1Low,2High,D,52.6
66,2016,M9144_RR,PROT_TRIF[0.4],2,35.839999999999996,2415,1Low,2High,D,52.6
66,2016,M9144_RR,PROT_TRIF[0.4],3,36.19,2300,1Low,2High,D,52.6
66,2016,M9144_RR,PROT_TRIF[0.4],4,36.33,2395,1Low,2High,D,52.6
66,2016,M9144_RR,ZZ_CHECK,1,52.08,2e3,1Low,2High,D,52.6
66,2016,M9144_RR,ZZ_CHECK,2,50.959999999999994,1998,1Low,2High,D,52.6
66,2016,M9144_RR,ZZ_CHECK,3,51.94,2085,1Low,2High,D,52.6
66,2016,M9144_RR,ZZ_CHECK,4,55.51,1920,1Low,2High,D,52.6
